7/21/2015	9.75
7/22/2015	9.3
7/23/2015	8.91
7/24/2015	8.33
7/27/2015	8
7/28/2015	8.67
7/29/2015	9.05
7/30/2015	8.94
7/31/2015	8.7
8/3/2015	8.01
8/4/2015	7.67
8/5/2015	7.38
8/6/2015	8.34
8/7/2015	7.88
8/10/2015	8.63
8/11/2015	8.6
8/12/2015	8.91
8/13/2015	8.49
8/14/2015	8.22
8/17/2015	8.14
8/18/2015	8.27
8/19/2015	7.72
8/20/2015	7.36
8/21/2015	6.68
8/24/2015	6.02
8/25/2015	5.46
8/26/2015	5.81
8/27/2015	6.27
8/28/2015	7.06
8/31/2015	7.31
9/1/2015	7.02
9/2/2015	7.39
9/3/2015	7.66
9/4/2015	7.27
9/8/2015	7.58
9/9/2015	7.46
9/10/2015	7.9
9/11/2015	7.64
9/14/2015	7.47
9/15/2015	7.37
9/16/2015	8.17
9/17/2015	8.26
9/18/2015	7.74
9/21/2015	7.77
9/22/2015	7.59
9/23/2015	7.19
9/24/2015	6.93
9/25/2015	6.73
9/28/2015	6.31
9/29/2015	6.34
9/30/2015	6.62
10/1/2015	6.73
10/2/2015	7.36
10/5/2015	7.85
10/6/2015	8.37
10/7/2015	8.66
10/8/2015	9
10/9/2015	8.89
10/12/2015	8.47
10/13/2015	8.34
10/14/2015	8.6
10/15/2015	8.59
10/16/2015	8.69
10/19/2015	8.1
10/20/2015	8.18
10/21/2015	7.59
10/22/2015	7.42
10/23/2015	7.36
10/26/2015	6.86
10/27/2015	6.49
10/28/2015	6.56
10/29/2015	6.6
10/30/2015	6.86
11/2/2015	7.13
11/3/2015	7.43
11/4/2015	7.41
11/5/2015	8.44
11/6/2015	8.69
11/9/2015	8.63
11/10/2015	8.6
11/11/2015	8.48
11/12/2015	8.28
11/13/2015	8.46
11/16/2015	8.68
11/17/2015	8.53
11/18/2015	8.86
11/19/2015	8.76
11/20/2015	8.47
11/23/2015	8.7
11/24/2015	8.9
11/25/2015	8.75
11/27/2015	8.3
11/30/2015	8.58
12/1/2015	8.35
12/2/2015	7.56
12/3/2015	7.26
12/4/2015	7.05
12/7/2015	6.29
12/8/2015	6.26
12/9/2015	6.55
12/10/2015	6.92
