2/10/2014	14.22
2/18/2014	16.540001
2/24/2014	18.360001
3/3/2014	21.110001
3/10/2014	19.969999
3/17/2014	20.33
3/24/2014	18.860001
3/31/2014	18.93
4/7/2014	16.85
4/14/2014	17.66
4/21/2014	19.77
4/28/2014	20.23
5/5/2014	16.74
5/12/2014	17.6
5/19/2014	19.52
5/27/2014	19.690001
6/2/2014	19.620001
6/9/2014	19.389999
6/16/2014	22.379999
6/23/2014	22.870001
6/30/2014	22.66
7/7/2014	24.049999
7/14/2014	22.65
7/21/2014	20.950001
7/28/2014	19.469999
8/4/2014	21.41
8/11/2014	21.34
8/18/2014	22.719999
8/25/2014	22.030001
9/2/2014	21.969999
9/8/2014	20.99
9/15/2014	20.4
9/22/2014	19.389999
9/29/2014	18.620001
10/6/2014	16
10/13/2014	16.620001
10/20/2014	18.870001
10/27/2014	19.51
11/3/2014	18.059999
11/10/2014	16.93
11/17/2014	22.860001
11/24/2014	21.65
12/1/2014	20.969999
12/8/2014	18.549999
12/15/2014	19.65
12/22/2014	19.99
12/29/2014	19.709999
1/5/2015	19.42
1/12/2015	19.120001
1/20/2015	19.35
1/26/2015	18.73
2/2/2015	20.73
2/9/2015	21.450001
2/17/2015	22.129999
2/23/2015	22.139999
3/2/2015	22.639999
3/9/2015	23.66
3/16/2015	24.48
3/23/2015	24.360001
3/30/2015	25.15
4/6/2015	26.690001
4/13/2015	26.49
4/20/2015	26.610001
4/27/2015	25.65
5/4/2015	28.48
5/11/2015	28.959999
5/18/2015	30.67
5/26/2015	29.969999
6/1/2015	30.5
6/8/2015	29.66
6/15/2015	31.49
6/22/2015	31.389999
6/29/2015	29.83
7/6/2015	30.41
7/13/2015	31.559999
7/20/2015	26.07
7/27/2015	23.280001
8/3/2015	14.96
8/10/2015	14.14
8/17/2015	10.72
8/24/2015	10.3
8/31/2015	11.99
9/8/2015	11.28
9/14/2015	11.28
9/21/2015	8.5
9/28/2015	8.27
10/5/2015	9.25
10/12/2015	9.02
10/19/2015	7.77
10/26/2015	7.3
11/2/2015	7.58
11/9/2015	4.93
11/16/2015	2.82
11/23/2015	3.36
11/30/2015	3.64
12/7/2015	4.15
12/14/2015	6.51
12/21/2015	5.92
12/28/2015	5.09
1/4/2016	3.41
1/11/2016	2.74
1/19/2016	2.65
1/25/2016	3.13
2/1/2016	2.69
2/8/2016	1.41
2/16/2016	1.43
2/22/2016	2.26
2/29/2016	1.78
3/7/2016	1.92
3/14/2016	2.13
3/21/2016	1.21
3/28/2016	1.26
