2/18/2014	17.950001
2/24/2014	17.620001
3/3/2014	18.129999
3/10/2014	17.59
3/17/2014	18.58
3/24/2014	17.85
3/31/2014	19.389999
4/7/2014	18.809999
4/14/2014	20.27
4/21/2014	21.030001
4/28/2014	21.57
5/5/2014	21.91
5/12/2014	21.200001
5/19/2014	20.719999
5/27/2014	21.18
6/2/2014	21.610001
6/9/2014	22.77
6/16/2014	24.049999
6/23/2014	23.08
6/30/2014	23.190001
7/7/2014	21.799999
7/14/2014	21.26
7/21/2014	21.110001
7/28/2014	20.5
8/4/2014	23.48
8/11/2014	23.51
8/18/2014	25.200001
8/25/2014	26.620001
9/2/2014	26.27
9/8/2014	25.26
9/15/2014	25.4
9/22/2014	24.26
9/29/2014	22.9
10/6/2014	18.85
10/13/2014	17.68
10/20/2014	18.940001
10/27/2014	19.120001
11/3/2014	18.040001
11/10/2014	16.16
11/17/2014	16.799999
11/24/2014	13.57
12/1/2014	11.65
12/8/2014	10.77
12/15/2014	12.37
12/22/2014	11.64
12/29/2014	11.91
1/5/2015	11.43
1/12/2015	11.85
1/20/2015	10.9
1/26/2015	10.66
2/2/2015	13.14
2/9/2015	12.6
2/17/2015	12.08
2/23/2015	10.78
3/2/2015	11.32
3/9/2015	10.91
3/16/2015	11.09
3/23/2015	10.7
3/30/2015	11.74
4/6/2015	12.93
4/13/2015	13.36
4/20/2015	13.19
4/27/2015	13.65
5/4/2015	14.55
5/11/2015	13.34
5/18/2015	13.97
5/26/2015	12.89
6/1/2015	12.79
6/8/2015	12.92
6/15/2015	12.6
6/22/2015	13.14
6/29/2015	11.55
7/6/2015	11.22
7/13/2015	9.71
7/20/2015	8.33
7/27/2015	8.7
8/3/2015	7.88
8/10/2015	8.22
8/17/2015	6.68
8/24/2015	7.06
8/31/2015	7.27
9/8/2015	7.64
9/14/2015	7.74
9/21/2015	6.73
9/28/2015	7.36
10/5/2015	8.89
10/12/2015	8.69
10/19/2015	7.36
10/26/2015	6.86
11/2/2015	8.69
11/9/2015	8.46
11/16/2015	8.47
11/23/2015	8.3
11/30/2015	7.05
12/7/2015	6.46
12/14/2015	5.44
12/21/2015	5.92
12/28/2015	5.74
1/4/2016	5.25
1/11/2016	4.43
1/19/2016	4.5
1/25/2016	5.42
2/1/2016	4.8
2/8/2016	4.38
2/16/2016	4
2/22/2016	4.26
2/29/2016	5.84
3/7/2016	6.12
3/14/2016	6.21
3/21/2016	6.48
3/28/2016	6.35
