12/26/2014	19.99
12/29/2014	19.799999
12/30/2014	19.1
12/31/2014	19.51
1/2/2015	19.709999
1/5/2015	18.73
1/6/2015	17.59
1/7/2015	18.16
1/8/2015	19.09
1/9/2015	19.42
1/12/2015	19.92
1/13/2015	20.51
1/14/2015	20.889999
1/15/2015	19
1/16/2015	19.120001
1/20/2015	18.559999
1/21/2015	18.700001
1/22/2015	19.209999
1/23/2015	19.35
1/26/2015	20.030001
1/27/2015	19.83
1/28/2015	18.92
1/29/2015	19.190001
1/30/2015	18.73
2/2/2015	19.99
2/3/2015	20.51
2/4/2015	20.02
2/5/2015	20.27
2/6/2015	20.73
2/9/2015	20.360001
2/10/2015	20.469999
2/11/2015	20.290001
2/12/2015	21.15
2/13/2015	21.450001
2/17/2015	21.82
2/18/2015	22.02
2/19/2015	21.969999
2/20/2015	22.129999
2/23/2015	22.459999
2/24/2015	23.290001
2/25/2015	22.85
2/26/2015	22.280001
2/27/2015	22.139999
3/2/2015	22.76
3/3/2015	22.74
3/4/2015	22.4
3/5/2015	23.17
3/6/2015	22.639999
3/9/2015	22.66
3/10/2015	22.17
3/11/2015	23.200001
3/12/2015	23.68
3/13/2015	23.66
3/16/2015	24.139999
3/17/2015	24.459999
3/18/2015	24.450001
3/19/2015	24.139999
3/20/2015	24.48
3/23/2015	24.6
3/24/2015	24.85
3/25/2015	23.82
3/26/2015	23.76
3/27/2015	24.360001
3/30/2015	24.190001
3/31/2015	24
4/1/2015	25.1
4/2/2015	25.15
4/6/2015	25.16
4/7/2015	25.309999
4/8/2015	25.709999
4/9/2015	26.040001
4/10/2015	26.690001
4/13/2015	26.450001
4/14/2015	26.51
4/15/2015	26.67
4/16/2015	27.07
4/17/2015	26.49
4/20/2015	26.77
4/21/2015	26.709999
4/22/2015	27.27
4/23/2015	27.5
4/24/2015	26.610001
4/27/2015	25.950001
4/28/2015	25.950001
4/29/2015	26
4/30/2015	25.32
5/1/2015	25.65
5/4/2015	25.73
5/5/2015	25.040001
5/6/2015	24.83
5/7/2015	27.959999
5/8/2015	28.48
5/11/2015	28.75
5/12/2015	27.610001
5/13/2015	28.49
5/14/2015	28.700001
5/15/2015	28.959999
5/18/2015	29.18
5/19/2015	29.200001
5/20/2015	29.25
5/21/2015	29.450001
5/22/2015	30.67
5/26/2015	30.280001
5/27/2015	30.68
5/28/2015	31.049999
5/29/2015	29.969999
6/1/2015	30.76
6/2/2015	30.469999
6/3/2015	30.629999
6/4/2015	30.139999
6/5/2015	30.5
6/8/2015	30.01
6/9/2015	29.35
6/10/2015	29.450001
6/11/2015	30.15
6/12/2015	29.66
6/15/2015	30.27
6/16/2015	30.959999
6/17/2015	30.959999
6/18/2015	31.540001
6/19/2015	31.49
6/22/2015	31.200001
6/23/2015	32.130001
6/24/2015	31.68
6/25/2015	31.51
6/26/2015	31.389999
6/29/2015	29.799999
6/30/2015	29.91
7/1/2015	29.59
7/2/2015	29.83
7/6/2015	28.959999
7/7/2015	30.24
7/8/2015	29.360001
7/9/2015	29.219999
7/10/2015	30.41
7/13/2015	31.129999
7/14/2015	31.84
7/15/2015	31.08
7/16/2015	31.17
7/17/2015	31.559999
7/20/2015	31.66
7/21/2015	29.370001
7/22/2015	27.700001
7/23/2015	26.299999
7/24/2015	26.07
7/27/2015	26.01
7/28/2015	25.799999
7/29/2015	25.549999
7/30/2015	25.629999
7/31/2015	23.280001
8/3/2015	22.4
8/4/2015	22.450001
8/5/2015	22.870001
8/6/2015	17.08
8/7/2015	14.96
8/10/2015	15.59
8/11/2015	13.35
8/12/2015	14.25
8/13/2015	14.99
8/14/2015	14.14
8/17/2015	14.68
8/18/2015	14.5
8/19/2015	13.47
8/20/2015	12.1
8/21/2015	10.72
8/24/2015	10.73
8/25/2015	8.8
8/26/2015	9.22
8/27/2015	10.1
8/28/2015	10.3
8/31/2015	10.4
9/1/2015	10.76
9/2/2015	10.79
9/3/2015	11.94
9/4/2015	11.99
9/8/2015	12.94
9/9/2015	11.96
9/10/2015	11.26
9/11/2015	11.28
9/14/2015	10.6
9/15/2015	11.25
9/16/2015	11.5
9/17/2015	11.63
9/18/2015	11.28
9/21/2015	11.13
9/22/2015	10.37
9/23/2015	9.31
9/24/2015	9.07
9/25/2015	8.5
9/28/2015	6.97
9/29/2015	6.66
9/30/2015	7.18
10/1/2015	7.2
10/2/2015	8.27
10/5/2015	9.04
10/6/2015	8.69
10/7/2015	9.72
10/8/2015	9.16
10/9/2015	9.25
10/12/2015	8.98
10/13/2015	8.91
10/14/2015	9.28
10/15/2015	9.29
10/16/2015	9.02
10/19/2015	9.05
10/20/2015	8.99
10/21/2015	7.82
10/22/2015	7.8
10/23/2015	7.77
10/26/2015	7.79
10/27/2015	7.09
10/28/2015	7.8
10/29/2015	8.33
10/30/2015	7.3
11/2/2015	7.77
11/3/2015	7.98
11/4/2015	7.98
11/5/2015	7.48
11/6/2015	7.58
11/9/2015	7.4
11/10/2015	5.77
11/11/2015	4.9
11/12/2015	4.54
11/13/2015	4.93
11/16/2015	4.56
11/17/2015	3.02
