2015-01-20,18.559999
2015-01-21,18.700001
2015-01-22,19.209999
2015-01-23,19.35
2015-01-26,20.030001
2015-01-27,19.83
2015-01-28,18.92
2015-01-29,19.190001
2015-01-30,18.73
2015-02-02,19.99
2015-02-03,20.51
2015-02-04,20.02
2015-02-05,20.27
2015-02-06,20.73
2015-02-09,20.360001
2015-02-10,20.469999
2015-02-11,20.290001
2015-02-12,21.15
2015-02-13,21.450001
2015-02-17,21.82
2015-02-18,22.02
2015-02-19,21.969999
2015-02-20,22.129999
2015-02-23,22.459999
2015-02-24,23.290001
2015-02-25,22.85
2015-02-26,22.280001
2015-02-27,22.139999
2015-03-02,22.76
2015-03-03,22.74
2015-03-04,22.40
2015-03-05,23.17
2015-03-06,22.639999
2015-03-09,22.66
2015-03-10,22.17
2015-03-11,23.200001
2015-03-12,23.68
2015-03-13,23.66
2015-03-16,24.139999
2015-03-17,24.459999
2015-03-18,24.450001
2015-03-19,24.139999
2015-03-20,24.48
2015-03-23,24.60
2015-03-24,24.85
2015-03-25,23.82
2015-03-26,23.76
2015-03-27,24.360001
2015-03-30,24.190001
2015-03-31,24.00
2015-04-01,25.10
2015-04-02,25.15
2015-04-06,25.16
2015-04-07,25.309999
2015-04-08,25.709999
2015-04-09,26.040001
2015-04-10,26.690001
2015-04-13,26.450001
2015-04-14,26.51
2015-04-15,26.67
2015-04-16,27.07
2015-04-17,26.49
2015-04-20,26.77
2015-04-21,26.709999
2015-04-22,27.27
2015-04-23,27.50
2015-04-24,26.610001
2015-04-27,25.950001
2015-04-28,25.950001
2015-04-29,26.00
2015-04-30,25.32
2015-05-01,25.65
2015-05-04,25.73
2015-05-05,25.040001
2015-05-06,24.83
2015-05-07,27.959999
2015-05-08,28.48
2015-05-11,28.75
2015-05-12,27.610001
2015-05-13,28.49
2015-05-14,28.700001
2015-05-15,28.959999
2015-05-18,29.18
2015-05-19,29.200001
2015-05-20,29.25
2015-05-21,29.450001
2015-05-22,30.67
2015-05-26,30.280001
2015-05-27,30.68
2015-05-28,31.049999
2015-05-29,29.969999
2015-06-01,30.76
2015-06-02,30.469999
2015-06-03,30.629999
2015-06-04,30.139999
2015-06-05,30.50
2015-06-08,30.01
2015-06-09,29.35
2015-06-10,29.450001
2015-06-11,30.15
2015-06-12,29.66
2015-06-15,30.27
2015-06-16,30.959999
2015-06-17,30.959999
2015-06-18,31.540001
2015-06-19,31.49
2015-06-22,31.200001
2015-06-23,32.130001
2015-06-24,31.68
2015-06-25,31.51
2015-06-26,31.389999
2015-06-29,29.799999
2015-06-30,29.91
2015-07-01,29.59
2015-07-02,29.83
2015-07-06,28.959999
2015-07-07,30.24
2015-07-08,29.360001
2015-07-09,29.219999
2015-07-10,30.41
2015-07-13,31.129999
2015-07-14,31.84
2015-07-15,31.08
2015-07-16,31.17
2015-07-17,31.559999
2015-07-20,31.66
2015-07-21,29.370001
2015-07-22,27.700001
2015-07-23,26.299999
2015-07-24,26.07
2015-07-27,26.01
2015-07-28,25.799999
2015-07-29,25.549999
2015-07-30,25.629999
2015-07-31,23.280001
2015-08-03,22.40
2015-08-04,22.450001
2015-08-05,22.870001
2015-08-06,17.08
2015-08-07,14.96
2015-08-10,15.59
2015-08-11,13.35
2015-08-12,14.25
2015-08-13,14.99
2015-08-14,14.14
2015-08-17,14.68
2015-08-18,14.50
2015-08-19,13.47
2015-08-20,12.10
2015-08-21,10.72
2015-08-24,10.73
2015-08-25,8.80
